Title,Global Sentiment
Dollar Strengthens as S&P 500 and Stoxx Europe 600 Index Gain,0
Oil Prices Decline as Dollar Index Advances,0
Copper Prices Fall Following Report of Decreased Chinese Imports,-1
Technology Shares Surge on Analyst Upgrades for SanDisk and Qualcomm,0
Alcoa Inc. Shares Jump in Extended Trading Post Earnings Beat,0
IMF Growth Forecast Raise Spurs S&P 500 Rebound from 10-Month Low,0
Technology Sector Valuations Hit Lowest Since 1992 Excluding Post-Lehman Period,1
S&P 500 Companies Expected to Report 34% Profit Gain in Q2,0
 Alcoa Exceeds Earnings Expectations with 13 Cents a Share in Q2,0
 Aon Corp. Acquires Hewitt Associates for $4.9 Billion,-1
 BP Shares Surge on Potential Acquisition Speculation and Oil Leak Cap Progress,1
" Gold Prices Drop as Dollar Strengthens, Reducing Demand for Precious Metals",0
 Euro Weakens Amid Dollar Gains Across Major Currencies,0
 U.K.'s AAA Credit Rating at Risk According to S&P,0
 U.S. Sells $35 Billion in Three-Year Securities at Record Low Yield,0
 Municipal Bond Yields May Decline Further After Hitting Nine-Year Low,0
" MSCI Asia Pacific Index Drops, Ending Three-Day Gain Streak",0
 MSCI Emerging Markets Index Edges Up on China Property Market Speculation,0
 Brazil's Bovespa Index Falls Due to Declining Commodity Prices,-1
U.S. and European Stocks Climb for Sixth Day,1
Alcoa Inc. Forecasts Increased Global Aluminum Demand,1
S&P 500 Extends Longest Rally in Three Months,1
Oil and Commodities Rally; Treasuries Fall,1
Euro Surges Above $1.27,1
Intel Corp. Reports Better-than-Estimated Results,1
BP Shares Recover as Gulf Oil Spill Containment Progresses,0
" BMW Raises Forecasts, Shares Jump 8.3%",1
 Infosys Technologies Profit Misses Estimates,-1
 UK Consumer Prices Rise More Than Expected,1
 U.S. Treasury Yields Hit Highest Since June 25,1
 Mortgage Securities Approach Record Lows Relative to Treasuries,0
 Gold and Oil Prices Increase on Economic Recovery Hopes,1
 Industrial Metals Prices Rise in London Trading,1
"Treasury 10-Year Yield Drops, Ending 5-Day Decline",-1
S&P 500 Index Falls as Fed Signals No Additional Stimulus,0
U.S. Stocks Drop Amid Concerns Over High Unemployment and Low Inflation,0
Technology Shares Lead S&P 500 Before Retreating on Fed's Cautious Outlook,0
"Fed Lowers 2010 Growth Forecast, Adjusts Inflation Expectations Downward",0
Dow Jones Industrial Average Reaches Three-Week High Led by Tech Giants,0
Banking Sector Slumps Ahead of Major Bank Earnings Reports,0
U.S. Retail Sales Decline More Than Expected in June,0
U.S. Auctions $13 Billion in 30-Year Bonds at Lower-Than-Forecast Yield,0
 Crude Oil Prices Reverse Gains in Late Trading,0
 Gold Prices Dip After Recent Rally on Comex in New York,0
" European Stocks End Rally, Valuations Reach Two-Month High",1
 Euro Sees Modest Gains Against Dollar,0
U.S. Stocks Recover Early Losses; S&P 500 Rises 0.1%,0
Treasuries Yield Gains After Record Low,-1
Euro Surges to Two-Month High; Spanish Bonds Jump,1
BP Halts Oil Flow in Gulf of Mexico; Shares Surge 7.6%,1
Goldman Sachs Settles SEC Fraud Case for $550 Million,1
JPMorgan Posts Better-Than-Estimated Earnings,0
U.S. Manufacturing Output Weakens; Wholesale Prices Decline,0
Regional Fed Indexes Show Manufacturing Slowdown,0
 Greek Banks Rally After Piraeus Bank's Acquisition Offers,1
 Crude Oil Prices Dip to $76.62 a Barrel,0
 Agricultural Commodities Surge; Wheat and Coffee Prices Rise,1
 Spain Sells Full 3 Billion Euros of 15-Year Bonds,1
 Brazilian Rate Futures Signal Reduced Expectations for Interest Rate Hikes,0
Stocks Fall as Economic Recovery Concerns Grow,-1
Yen Hits 2010 High Against Dollar Amid Market Uncertainty,-1
Two-Year Treasury Yields Reach Record Low,-1
Bank of America and General Electric Revenue Miss Estimates,-1
S&P 500 and Dow Jones Industrial Average Suffer Weekly Losses,-1
Bank of America Shares Drop 9.2% on Revenue Shortfall,-1
"Citigroup Revenue Trails Estimates, Shares Decline",-1
Visa and MasterCard Shares Fall After Financial Regulation Overhaul,-1
Google Shares Tumble After Earnings Miss Expectations,-1
 S&P 500 Trims Rebound to 4.1% After Recent Decline,-1
 Analysts Predict S&P 500 Companies to Increase Profits in 2010 and 2011,-1
 Yen Strengthens Against Major Currencies Amidst Market Volatility,-1
 U.S. Consumer Sentiment Hits Lowest Level Since August 2009,-1
 U.S. Consumer Prices Fall for Third Consecutive Month,-1
 Pimco Increases Government-Related Debt Holdings Amid Economic Slowdown,1
 Corporate Credit Risk Indicator Rises for Third Time This Week,-1
 MSCI World Index Records Biggest Drop of the Month,-1
 Spain's 10-Year Bond Yields Decrease After Successful Debt Sale,-1
 Crude Oil Prices Decline on Economic Slowdown Concerns,0
 Copper Futures Drop on Global Economic Growth Worries,-1
 Gold Prices Fall Amidst Market Sell-Off,-1
U.S. Stocks Advance Amid Corporate Earnings Optimism,1
Treasuries Retreat as Earnings Outlook Improves,1
European Equities Fall for Fourth Consecutive Day,1
S&P 500 Gains 0.6 Percent in New York Trading,1
10-Year Treasury Note Yield Rises for First Time in Four Days,1
Oil Prices Recover Ending Three-Day Slump,1
Euro Rises on Bank Stress Test Speculation,1
Gold Hits Eight-Week Low Amid Reduced Investment Demand,-1
Microsoft Corp. Shares Rally After UBS Earnings Estimate Increase,1
 Halliburton Co. Surges on Better-Than-Expected Profit and Sales,1
 Homebuilder Sentiment Falls to Over One-Year Low,0
 S&P 500 Recovers Partially from July 16 Plunge,1
 Majority of S&P 500 Companies Beat Earnings Estimates,1
" Stoxx Europe 600 Index Continues Decline, Down 3.8 Percent Since July 13",0
 BP Plc Shares Drop After Stalled Asset Sale Talks,-1
 Electrolux AB Stock Falls on Weakened Southern Europe Demand,-1
 Canadian Dollar Strengthens on Anticipated Interest Rate Hike,1
 Hungarian Forint Weakens Amid IMF and EU Talks,0
 Irish 10-Year Yield Rises After Moody's Credit Rating Cut,0
 MSCI Emerging Markets Index Declines for Third Day,1
 Crude Oil Prices Increase as August Contract Nears Expiry,1
 Corn and Soybean Prices Drop After Weekend Rains Improve Crops,-1
"U.S. Stocks Recover from Early Losses, Close Higher",1
"Copper and Oil Prices Increase, Fueling Commodity Rally",1
Treasuries Trim Gains Amid Market Optimism,-1
Apple Inc. Shares Rise Ahead of Earnings Report,1
Speculation on Federal Reserve Stimulus Boosts Bank Stocks,1
S&P 500 Sees Broad Industry Advances on Economic Stimulus Hopes,1
Building Permits Growth Spurs Optimism in Demand Outlook,1
Goldman Sachs Reports 82% Drop in Second-Quarter Income,1
Crude Oil Prices Rebound on Weather Concerns and Futures Trading,1
 Copper Prices Surge on U.S. Building Permits Data,1
 Homebuilders' Stocks Rally Following Permit Growth,1
 IBM and Texas Instruments Revenue Miss Analysts' Estimates,-1
 Financial Companies in S&P 500 Reverse Losses to Gain,1
 Spanish Bonds Yield Decline Following Successful Bill Auction,1
 China's Shanghai Composite Index Marks Significant Two-Day Gain,1
 Australian Dollar and South Korean Won Strengthen on China Export Demand Prospects,-1
 Spanish Finance Minister's Comments on Bank Stress Tests Clarified,1
U.S. Stocks Fall as Bernanke Cites Uncertain Economic Outlook,-1
Treasuries Rally Following Fed Chairman's Remarks,-1
Dollar Strengthens Amidst Growth Concerns,1
Oil Prices Decline on Surprise Inventory Increase,-1
Copper Rises After Positive Market Outlook from Freeport-McMoRan,1
Late Rally in U.S. Stocks Fizzles After Bernanke's Testimony,-1
Majority of S&P 500 Companies Beat Q2 Earnings Estimates,-1
Two-Year Treasury Yields Hit Record Low,-1
U.S. Treasury to Announce Reduced Note Sales,-1
 Asian and Emerging Market Indexes Show Gains,-1
 Dollar Index Jumps as Currency Strengthens Against Peers,1
 Yen Appreciates Across Major Currencies,-1
" German Bond Auction Underperforms, Yields Unchanged",-1
" Global M&A Activity Increases, Reaching $1 Trillion in 2010",-1
Dollar Maintains Gains Against Major Currencies,-1
South Korean Won and Malaysian Ringgit Forwards Indicate Declines,1
Asian Index Futures Fall; Natural Gas Prices Plunge,0
U.S. Home Sales Surge Unexpectedly,1
Fed Chair Yellen Expected to Continue Stimulus Cuts,1
Hang Seng Index Futures and Nikkei 225 Stock Average Futures Dip,0
 Baidu Inc. Shares Surge on Strong Earnings Report,1
 MSCI Asia Pacific Index on Track for First Monthly Gain Since October,1
 Yen Holds Steady Against Dollar and Euro,1
 S&P 500 Struggles to Maintain Record Levels,1
 U.S. Homebuilders Stocks Rally on New Home Sales Data,1
 U.S. Treasuries Rise Following Five-Year Auction,1
 Gold and Silver Prices Remain Steady After Declines,1
 U.S. Natural Gas Prices Drop Amid Easing Weather Forecasts,1
 West Texas Intermediate Oil Rises on Cushing Inventory Drop,1
U.S. Stocks Reach One-Month Highs Amid M&A Activity,1
"General Electric Co. Increases Dividend, Stock Rises 3.3%",1
Euro Strengthens Following European Bank Stress Test Results,1
Treasuries Fall as 10-Year Yield Rises to 2.99%,1
Copper Prices Rise for Fifth Consecutive Day,1
Oil Prices Dip From 11-Week High Amid Tropical Storm Bonnie,0
Sanofi-Aventis SA's Takeover Approach for Genzyme Spurs Market Optimism,-1
U.S. Companies Announce $397 Billion in Takeover Offers This Year,1
 Verizon Communications Inc. Leads Dow Gains with 3.8% Increase,1
 S&P 500 Up 7.8% Since July 2 on Positive Corporate Earnings Reports,1
 Seven European Banks Fail Stress Tests with €3.5 Billion Capital Shortfall,1
" U.K. GDP Growth Surpasses Expectations, Pound Strengthens",1
 German Business Confidence Hits Three-Year High,1
 Hungary's Debt Rating Under Review by Moody's After IMF-EU Talks Stall,1
 MSCI Emerging Markets Index Reaches Highest Level Since May,1
 Lenovo Group Ltd. and Taiwan Semiconductor Among Leaders in Emerging Markets,1
 Crude Oil Prices Retreat on Speculation Over Tropical Storm Impact on Production,0
"U.S. Stocks Rise, Erasing Dow's 2010 Losses",1
Copper Reaches 10-Week High as Dollar Weakens,-1
"New Home Sales Exceed Forecasts, Boosting Market Confidence",1
"FedEx Corp. Increases Earnings Forecast, Signaling Economic Optimism",1
"S&P 500 Companies Surpass Profit Estimates, Predict Strong Earnings Growth",1
Homebuilders and Transportation Companies Drive S&P 500 Gains,1
"U.S. New Home Sales Jump 24% in June, Signaling Slump Recovery",1
Institutional Investors Increase Equity Holdings to 68%,1
 European Stocks Climb as Bank Stress Tests Reassure Investors,1
 BP Shares Up as CEO Succession Plans Emerge,1
 Copper Inventory Decline Signals Rising Demand,1
" Dollar Falls Against Major Currencies, Sterling Hits Three-Month High",0
 U.S. Crop Prices Drop as Weather Conditions Improve,1
" Mutual Funds, Pensions, and Endowments Boost Stock Investments",1
" U.S. Banks Pass EU Stress Tests, Sterling Strengthens",1
" Risk Appetite Returns to Market, Diminishing Demand for Dollar Refuge",1
Treasury Yields Rise Post $38 Billion Two-Year Note Sale,1
U.S. Stocks Decline as Consumer Confidence Drop Overshadows Earnings,0
"Oil and Copper Prices Fall, Breaking Winning Streaks",-1
Banks Limit U.S. Equity Losses After UBS and Deutsche Bank Report Strong Earnings,1
"Consumer Confidence Index Drops, Signaling Economic Recovery Challenges",0
S&P 500 Rebounds on Positive Second-Quarter Earnings Reports,0
U.S. Steel Corp. Shares Fall After Reporting Unexpected Quarterly Loss,-1
Home Prices in 20 U.S. Cities Rise More Than Forecast,0
" Stoxx Europe 600 Index Rises, Led by Bank Rally",1
" Basel Committee Eases Capital Rules, Boosting Investor Confidence",1
 BP Shares Decline as Company Announces CEO Change and Asset Sale Plans,-1
 MSCI Emerging Markets Index Climbs for Sixth Consecutive Day,0
 Turkish Stocks Hit Record High After Central Bank Lowers Inflation Forecast,1
 Hungarian Forint Strengthens After Successful Treasury Bill Auction,0
 Indian Rupee Rises as Central Bank Increases Key Interest Rate,0
 Swiss Franc and Yen Weaken Against Euro and Dollar,1
" Crude Oil Prices Drop on Consumer Confidence Data, Copper Prices Also Decline",-1
U.S. Stocks Decline as Economic Recovery Concerns Grow,-1
Dollar Weakens Against Yen Amidst Durable-Goods Orders Drop,-1
"S&P 500 Falls 0.7 Percent, Ending Six-Day Rally",-1
Oil Prices Hit One-Week Low on Surprising U.S. Inventory Gain,0
"Copper Prices Reach 11-Week High on Strong China, U.S. Demand",1
U.S. Durable-Goods Orders Unexpectedly Fall in June,-1
Federal Reserve Reports Slowing Economic Growth in Some U.S. Areas,-1
Dow Jones Industrial Average Ends Four-Day Winning Streak,0
Boeing Leads Declines in Dow After Missing Sales Estimates,-1
" S&P 500 Companies Exceed Earnings Projections, Sales Up 9.2 Percent",-1
 U.S. Treasury Yields Fall as $37 Billion Five-Year Notes Sold,-1
" Dollar Slips Versus Yen, Gains Against Other Major Currencies",-1
" Corporate Credit Risk in U.S. Rises, Remains Near Two-Month Low",-1
" European Stoxx 600 Drops, Yell Group Plc Shares Plummet",0
 Japan's Nikkei-225 Stock Average Surges After Canon Beats Earnings Estimates,1
U.S. Stocks Fall as Technology and Consumer Earnings Disappoint,0
Commodities Gauge Hits 12-Week High Amid Recovery Optimism,0
"Euro Rises to $1.31, Highest Since May",1
European Economic Confidence Reaches Two-Year High,0
"Akamai, Nvidia, and Symantec Shares Drop on Profit Concerns",-1
"Colgate-Palmolive Earnings Miss Estimates, Shares Decline",-1
U.S. Economic Recovery Concerns Grow with Consumer Confidence Slump,0
U.S. GDP Growth Expected to Slow in Second Quarter,0
Goldman Sachs Predicts Stimulus Unwinding to Impact GDP in 2011,1
 U.S. Treasury Yields Fall Following $29 Billion Auction,0
 Federal Reserve's Bullard Suggests Resuming Treasury Purchases,0
 Corporate Credit Risk Indicator Nears 11-Week Low,0
 European Bank Credit-Default Swaps Approach Record Monthly Decline,0
 Dollar Weakens Against Major Currencies,-1
" Crude Oil and Copper Prices Rise, Coffee Nears 12-Year High",1
 European Stocks Drop on U.S. GDP Growth Concerns,0
 Nestle and Unilever Shares Fall After U.S. Rivals Report Weak Revenues,-1
 MSCI Emerging Markets Index Climbs for Eighth Consecutive Day,0
Treasuries Rise as U.S. Economic Growth Slows,0
Two-Year Treasury Yield Hits Record Low,-1
Dollar Weakens Against Yen Amidst Growth Concerns,1
S&P 500 Achieves Best Monthly Rally in a Year,0
"U.S. GDP Growth at 2.4%, Below Forecast",0
Consumer Spending Increases at Slower Pace Than Expected,0
Business Activity and Consumer Confidence Exceed Estimates,0
IMF Stress Tests Suggest U.S. Banks May Need Additional Capital,0
Yen Strengthens Against Major Currencies,-1
 Corporate Credit Risk Indicator in U.S. Rises,0
 Oil Prices Recover After Early Tumble,1
 Spanish Bond Yields Increase Following Moody's Warning,-1
" Stoxx Europe 600 Index Declines, Cement Makers' Shares Drop",0
 MSCI Emerging Markets Index Halts Eight-Day Rally,0
 Emerging Market Bonds Yield Drops to Record Low,0
Treasuries Fall as U.S. Jobs Growth Exceeds Forecasts,1
U.S. Stocks Show Little Change Amidst Ukraine Gas Supply Concerns,1
Treasury Yields Rise to 2.79 Percent in New York,1
S&P 500 Index Sees Minimal Rise,1
Copper Futures Experience Largest Drop in Over Two Years,1
West Texas Intermediate Crude Oil Rises by 1 Percent,1
"U.S. Labor Department Reports 175,000 New Jobs in February",1
 Global Stocks Increase for Fifth Consecutive Week,1
 S&P 500 Rallies 1 Percent Over Past Five Days,1
 Nike Inc. Shares Climb 1.6 Percent on New Marketing Deal,1
 Real Estate ETFs Surpass 2013 Investment Totals in 2014,1
 Stoxx Europe 600 Index Drops by 1.3 Percent,1
 U.S. Military Strengthens Presence in Eastern Europe,1
 Dollar Reaches Six-Week High Against Yen,-1
 Chinese Yuan Posts Biggest Weekly Gain Since October,1
 U.S. Imposes Visa Restrictions on Ukrainian and Russian Officials,1
 Shanghai Chaori Solar Energy Announces Inability to Make Full Interest Payment,0
 India's S&P BSE Sensex Index Jumps 3.8 Percent This Week,1
 Indonesia's Rupiah Becomes Best Performing Asian Currency of the Week,0
Asian Markets Anticipate Continued Rally Following U.S. Gains,0
S&P 500 Sees First Three-Day Rally Since February,0
U.S. Senate Approves $2 Trillion Rescue Plan,0
U.S. Jobless Claims Hit Record 3.28 Million,0
Federal Reserve Chairman Powell Reassures on Crisis Response,0
S&P 500 Records Fastest Three-Day Advance in 90 Years,0
Morgan Stanley Predicts Shortest Recession in History,0
"U.S. COVID-19 Cases Surpass Italy, Set to Overtake China",0
 European Central Bank Removes Bond Purchase Limits,0
" Futures on S&P 500, Nikkei 225, Hang Seng, and ASX 200 All Rise",0
 Yen and Euro Strengthen Against Dollar,0
 10-Year Treasury Yields Dip to 0.85%,-1
 West Texas Intermediate Crude Oil Price Increases by 3%,1
 Gold Price Experiences Slight Decline,1
U.S. Stocks Rise on Positive Service Industries and Jobs Data,1
S&P 500 Reaches Highest Closing Level Since May,1
